yuan
12,7418
12,73044019
12,70863975
12,68624232
12,66287787
12,64063619
12,63316784
12,63276852
12,6276814
12,62684613
12,62329725
12,61138519
12,58878574
12,55936057
12,53672772
12,51754651
12,48813241
12,45449306
12,41614355
12,37527311
12,34984591
12,32961081
12,30660329
12,27671751
12,2521693
12,24350993
12,25563364
12,28095299
12,32640814
12,37117397
12,42239579
12,4848582
12,54211996
12,59617802
12,64528216
12,68094396
12,68896812
12,67782728
12,67194743
12,66238234
12,64503678
12,62172239
12,60741382
12,60834254
12,6309939
12,67388587
12,72125804
12,74636906
12,74703763
12,72262716
12,67438674
12,63224379
12,58676553
12,54783013
12,51702933
12,48357229
12,45097933
12,42246898
12,40146195
12,3837869
12,36158934
12,35149502
12,36612394
12,40101082
12,43600814
12,46694816
12,50063592
12,53132067
12,56044691
12,58711595
12,60986128
12,6074223
12,61899786
12,63405545
12,6530747
12,66572505
12,68198532
12,7166091
12,77072237
12,8469078
12,92472234
12,99309492
13,05060069
13,09932171
13,13703703
13,21792536
13,30001777
13,39835018
13,47029439
13,51057308
13,53120322
13,54052284
13,53780553
13,51483653
13,47820949
13,4307993
13,38165277
13,33669084
13,29881242
13,26680407
13,24996473
13,2348731
13,23073454
13,23397729
13,22991547
13,22170096
13,18587867
13,17636883
13,19041323
13,21797834
13,24579807
13,26596774
13,27461953
13,27396057
13,26391262
13,2444257
13,22180565
13,19427527
13,158388
13,12051411
13,08434138
13,04721419
13,0129754
12,97056364
12,93497585
12,95766342
13,00971712
13,13246692
13,21974411
13,2759873
13,31766176
13,32537028
13,3381866
13,32199375
13,28212751
13,22546834
13,15377176
13,08750425
13,01800922
12,9438315
12,8757725
12,82073983
12,77090305
12,7318796
12,70927799
12,69260933
12,6804073
12,66583747
12,65413734
12,64152182
12,63042081
12,61697684
12,61362559
12,6155773
12,63341964
12,61600209
12,58054417
12,53408025
12,47349495
12,3951443
12,29711945
12,20176296
12,10905821
12,02343121
11,94765866
11,89462162
11,85751036
11,828592
11,80793951
11,79268702
11,78430731
11,76738269
11,73801091
11,69833042
11,65134426
11,60458376
11,56686118
11,53642714
11,50567819
11,47947432
11,4568847
11,42936621
11,40551063
11,38290482
11,36875314
11,3621602
11,35863013
11,35846241
11,35803262
11,37698215
11,3935286
11,39279642
11,35445279
11,28803348
11,23695532
11,2063716
11,21463117
11,24570438
11,28519834
11,33196325
11,39927284
11,46475052
11,52204465
11,57020114
11,61469319
11,65700346
11,68980787
11,71941035
11,74484504
11,76936035
11,78763497
11,8088635
11,8296809
11,84159444
11,85964813
11,84591332
11,8044596
11,75796628
11,68749754
11,61078644
11,53467843
11,46538103
11,40061186
11,34487383
11,2993784
11,26901448
11,24560604
11,22851433
11,22047156
11,20591632
11,1820109
11,14854951
11,11126097
11,07762221
11,045326
11,0128339
10,98490386
10,96283378
10,95001649
10,9410176
10,9341495
10,90888076
10,88681095
10,87425615
10,86818788
10,85539587
10,8496952
10,85237894
10,85257123
10,8489377
10,83828029
10,81689299
10,80238584
10,76540893
10,71303415
10,65604997
10,6096699
10,57003813
10,53573561
10,51167726
10,47911271
10,441151
10,40581212
10,36313383
10,31892705
10,27990287
10,2485468
10,22455926
10,21111582
10,19507786
10,18297356
10,16045276
10,13393574
10,126533
10,13582408
10,15731247
