data
1,69
1,69
1,69
1,69
1,69
1,688763889
1,686066814
1,682020624
1,676826252
1,671923086
1,667714969
1,664239392
1,661417265
1,659143648
1,657318675
1,655856375
1,654685649
1,654984796
1,655696121
1,656445471
1,658349884
1,660371854
1,662179818
1,66369891
1,664941961
1,665947011
1,666755104
1,667403127
1,666686068
1,664404443
1,658218549
1,6491321
1,637810331
1,625968888
1,61543233
1,607832968
1,604542601
1,604211726
1,607298226
1,612283538
1,618468925
1,625492534
1,633140183
1,640033221
1,647079711
1,653302099
1,658503533
1,66275006
1,666179892
1,668936215
1,671146032
1,671679634
1,669162938
1,664789167
1,660388552
1,657759748
1,655997299
1,653481368
1,651046179
1,648936669
1,647187427
1,647000559
1,647314209
1,647742034
1,649387933
1,651202599
1,65284453
1,655466792
1,658064488
1,660333583
1,662221792
1,663760216
1,663765529
1,663301707
1,660279727
1,654377443
1,644616377
1,632410569
1,619730367
1,609708631
1,602974072
1,59931249
1,59951466
1,602108564
1,606348762
1,611803973
1,618192226
